company_folder,company_name,cik,form_type,period_dt,q_year,q_num,label,label_num
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2020-09-30,2020,3,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2020-12-31,2020,4,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2021-03-31,2021,1,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2021-06-30,2021,2,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2021-09-30,2021,3,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2021-12-31,2021,4,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2022-03-31,2022,1,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2022-06-30,2022,2,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2022-09-30,2022,3,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2022-12-31,2022,4,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2023-03-31,2023,1,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2023-06-30,2023,2,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2023-09-30,2023,3,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2023-12-31,2023,4,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2024-03-31,2024,1,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2024-06-30,2024,2,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2024-09-30,2024,3,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2024-12-31,2024,4,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2025-03-31,2025,1,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2025-06-30,2025,2,failed,2
3D Systems,3D SYSTEMS CORP,910638.0,10-Q,2025-09-30,2025,3,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2020-05-31,2020,2,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2020-08-31,2020,3,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2020-11-30,2020,4,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2021-02-28,2021,1,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2021-05-31,2021,2,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2021-08-31,2021,3,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2021-11-30,2021,4,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2022-02-28,2022,1,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2022-05-31,2022,2,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2022-08-31,2022,3,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2022-11-30,2022,4,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2023-05-31,2023,2,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2023-08-31,2023,3,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2023-11-30,2023,4,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2024-02-29,2024,1,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2024-05-31,2024,2,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2024-08-31,2024,3,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2025-05-31,2025,2,failed,2
BlackBerry,BLACKBERRY Ltd,1070235.0,10-Q,2025-08-31,2025,3,failed,2
Cyxtera Technologies,Cyxtera Technologies,,10-Q,2020-09-30,2020,3,failed,2
Cyxtera Technologies,STARBOARD VALUE ACQUISITION CORP.,1794905.0,8-K,2020-12-31,2020,4,failed,2
Cyxtera Technologies,STARBOARD VALUE ACQUISITION CORP.,1794905.0,10-Q,2021-03-31,2021,1,failed,2
Cyxtera Technologies,STARBOARD VALUE ACQUISITION CORP.,1794905.0,10-Q,2021-06-30,2021,2,failed,2
Cyxtera Technologies,"Cyxtera Technologies, Inc.",1794905.0,10-Q,2021-09-30,2021,3,failed,2
Cyxtera Technologies,"Cyxtera Technologies, Inc.",1794905.0,10-Q,2021-12-31,2021,4,failed,2
Cyxtera Technologies,"Cyxtera Technologies, Inc.",1794905.0,10-Q,2022-03-31,2022,1,failed,2
Cyxtera Technologies,"Cyxtera Technologies, Inc.",1794905.0,10-Q,2022-06-30,2022,2,failed,2
Cyxtera Technologies,"Cyxtera Technologies, Inc.",1794905.0,10-Q,2022-09-30,2022,3,failed,2
Cyxtera Technologies,"Cyxtera Technologies, Inc.",1794905.0,10-Q,2022-12-31,2022,4,failed,2
Cyxtera Technologies,"Cyxtera Technologies, Inc.",1794905.0,10-Q,2023-03-31,2023,1,failed,2
Fisker Inc,Spartan Energy Acquisition Corp.,1720990.0,10-Q,2018-09-30,2018,3,failed,2
Fisker Inc,Spartan Energy Acquisition Corp.,1720990.0,10-Q,2019-03-31,2019,1,failed,2
Fisker Inc,Spartan Energy Acquisition Corp.,1720990.0,10-Q,2019-06-30,2019,2,failed,2
Fisker Inc,Fisker Inc,,10-Q,2019-09-30,2019,3,failed,2
Fisker Inc,Spartan Energy Acquisition Corp.,1720990.0,10-Q,2019-12-31,2019,4,failed,2
Fisker Inc,Fisker Inc,,10-Q,2020-03-31,2020,1,failed,2
Fisker Inc,Spartan Energy Acquisition Corp.,1720990.0,10-Q,2020-06-30,2020,2,failed,2
Fisker Inc,Spartan Energy Acquisition Corp.,1720990.0,10-Q,2020-09-30,2020,3,failed,2
Fisker Inc,Fisker Inc./DE,1720990.0,10-Q,2021-03-31,2021,1,failed,2
Fisker Inc,Fisker Inc./DE,1720990.0,10-Q,2021-06-30,2021,2,failed,2
Fisker Inc,Fisker Inc./DE,1720990.0,10-Q,2021-09-30,2021,3,failed,2
Fisker Inc,Fisker Inc./DE,1720990.0,10-Q,2022-03-31,2022,1,failed,2
Fisker Inc,Fisker Inc./DE,1720990.0,10-Q,2022-06-30,2022,2,failed,2
Fisker Inc,Fisker Inc./DE,1720990.0,10-Q,2022-09-30,2022,3,failed,2
Fisker Inc,Fisker Inc./DE,1720990.0,10-Q,2023-03-31,2023,1,failed,2
Fisker Inc,Fisker Inc./DE,1720990.0,10-Q,2023-06-30,2023,2,failed,2
GoPro,GoPro,,10-Q,2014-06-30,2014,2,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2014-09-30,2014,3,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2014-12-31,2014,4,failed,2
GoPro,GoPro,,10-Q,2015-03-31,2015,1,failed,2
GoPro,GoPro,,10-Q,2015-06-30,2015,2,failed,2
GoPro,GoPro,,10-Q,2015-09-30,2015,3,failed,2
GoPro,GoPro,,10-Q,2015-12-31,2015,4,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2016-03-31,2016,1,failed,2
GoPro,GoPro,,10-Q,2016-06-30,2016,2,failed,2
GoPro,GoPro,,10-Q,2016-09-30,2016,3,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2016-12-31,2016,4,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2017-03-31,2017,1,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2017-06-30,2017,2,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2017-09-30,2017,3,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2017-12-31,2017,4,failed,2
GoPro,GoPro,,10-Q,2018-03-31,2018,1,failed,2
GoPro,GoPro,,10-Q,2018-06-30,2018,2,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2018-09-30,2018,3,failed,2
GoPro,GoPro,,10-Q,2018-12-31,2018,4,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2019-03-31,2019,1,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2019-06-30,2019,2,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2019-09-30,2019,3,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2019-12-31,2019,4,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2020-03-31,2020,1,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2020-06-30,2020,2,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2020-09-30,2020,3,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2020-12-31,2020,4,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2021-03-31,2021,1,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2021-06-30,2021,2,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2021-09-30,2021,3,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2021-12-31,2021,4,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2022-03-31,2022,1,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2022-06-30,2022,2,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2022-09-30,2022,3,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2022-12-31,2022,4,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2023-03-31,2023,1,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2023-06-30,2023,2,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2023-09-30,2023,3,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2023-12-31,2023,4,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2024-03-31,2024,1,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2024-06-30,2024,2,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2024-09-30,2024,3,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2024-12-31,2024,4,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2025-03-31,2025,1,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2025-06-30,2025,2,failed,2
GoPro,"GoPro, Inc.",1500435.0,10-Q,2025-09-30,2025,3,failed,2
Groupon,Groupon,,10-Q,2012-03-31,2012,1,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2012-06-30,2012,2,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2012-09-30,2012,3,failed,2
Groupon,"Groupon, Inc.",1490281.0,8-K,2012-12-31,2012,4,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2013-03-31,2013,1,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2013-06-30,2013,2,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2013-09-30,2013,3,failed,2
Groupon,Groupon,,10-Q,2013-12-31,2013,4,failed,2
Groupon,Groupon,,10-Q,2014-03-31,2014,1,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2014-06-30,2014,2,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2014-09-30,2014,3,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2014-12-31,2014,4,failed,2
Groupon,Groupon,,10-Q,2015-03-31,2015,1,failed,2
Groupon,Groupon,,10-Q,2015-06-30,2015,2,failed,2
Groupon,Groupon,,10-Q,2015-09-30,2015,3,failed,2
Groupon,Groupon,,10-Q,2015-12-31,2015,4,failed,2
Groupon,Groupon,,10-Q,2016-03-31,2016,1,failed,2
Groupon,Groupon,,10-Q,2016-06-30,2016,2,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2016-09-30,2016,3,failed,2
Groupon,Groupon,,10-Q,2016-12-31,2016,4,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2017-03-31,2017,1,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2017-06-30,2017,2,failed,2
Groupon,Groupon,,10-Q,2017-09-30,2017,3,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2017-12-31,2017,4,failed,2
Groupon,Groupon,,10-Q,2018-03-31,2018,1,failed,2
Groupon,Groupon,,10-Q,2018-06-30,2018,2,failed,2
Groupon,Groupon,,10-Q,2018-09-30,2018,3,failed,2
Groupon,Groupon,,10-Q,2018-12-31,2018,4,failed,2
Groupon,Groupon,,10-Q,2019-03-31,2019,1,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2019-06-30,2019,2,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2019-09-30,2019,3,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2019-12-31,2019,4,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2020-03-31,2020,1,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2020-06-30,2020,2,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2020-09-30,2020,3,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2020-12-31,2020,4,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2021-03-31,2021,1,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2021-06-30,2021,2,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2021-09-30,2021,3,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2021-12-31,2021,4,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2022-03-31,2022,1,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2022-06-30,2022,2,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2022-09-30,2022,3,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2022-12-31,2022,4,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2023-03-31,2023,1,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2023-06-30,2023,2,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2023-09-30,2023,3,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2023-12-31,2023,4,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2024-03-31,2024,1,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2024-06-30,2024,2,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2024-09-30,2024,3,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2024-12-31,2024,4,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2025-03-31,2025,1,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2025-06-30,2025,2,failed,2
Groupon,"Groupon, Inc.",1490281.0,10-Q,2025-09-30,2025,3,failed,2
Nikola,Nikola,,10-Q,2018-06-30,2018,2,failed,2
Nikola,VectoIQ Acquisition Corp.,1731289.0,10-Q,2018-09-30,2018,3,failed,2
Nikola,VectoIQ Acquisition Corp.,1731289.0,10-Q,2019-03-31,2019,1,failed,2
Nikola,VectoIQ Acquisition Corp.,1731289.0,10-Q,2019-06-30,2019,2,failed,2
Nikola,Nikola,,10-Q,2019-09-30,2019,3,failed,2
Nikola,Nikola,,10-Q,2020-03-31,2020,1,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2020-06-30,2020,2,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2020-09-30,2020,3,failed,2
Nikola,Nikola Corp,1731289.0,8-K,2020-12-31,2020,4,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2021-03-31,2021,1,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2021-06-30,2021,2,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2021-09-30,2021,3,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2021-12-31,2021,4,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2022-03-31,2022,1,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2022-06-30,2022,2,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2022-09-30,2022,3,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2022-12-31,2022,4,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2023-03-31,2023,1,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2023-06-30,2023,2,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2023-09-30,2023,3,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2023-12-31,2023,4,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2024-03-31,2024,1,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2024-06-30,2024,2,failed,2
Nikola,Nikola Corp,1731289.0,10-Q,2024-09-30,2024,3,failed,2
Nikola,Nikola Corp,1731289.0,8-K,2024-12-31,2024,4,failed,2
SmileDirectClub,"SmileDirectClub, Inc.",1775625.0,10-Q,2019-09-30,2019,3,failed,2
SmileDirectClub,"SmileDirectClub, Inc.",1775625.0,8-K,2019-12-31,2019,4,failed,2
SmileDirectClub,"SmileDirectClub, Inc.",1775625.0,10-Q,2020-03-31,2020,1,failed,2
SmileDirectClub,"SmileDirectClub, Inc.",1775625.0,10-Q,2020-06-30,2020,2,failed,2
SmileDirectClub,"SmileDirectClub, Inc.",1775625.0,10-Q,2020-09-30,2020,3,failed,2
SmileDirectClub,"SmileDirectClub, Inc.",1775625.0,8-K,2020-12-31,2020,4,failed,2
SmileDirectClub,"SmileDirectClub, Inc.",1775625.0,10-Q,2021-03-31,2021,1,failed,2
SmileDirectClub,"SmileDirectClub, Inc.",1775625.0,10-Q,2021-06-30,2021,2,failed,2
SmileDirectClub,"SmileDirectClub, Inc.",1775625.0,10-Q,2021-09-30,2021,3,failed,2
SmileDirectClub,"SmileDirectClub, Inc.",1775625.0,8-K,2021-12-31,2021,4,failed,2
SmileDirectClub,"SmileDirectClub, Inc.",1775625.0,10-Q,2022-03-31,2022,1,failed,2
SmileDirectClub,"SmileDirectClub, Inc.",1775625.0,10-Q,2022-06-30,2022,2,failed,2
SmileDirectClub,"SmileDirectClub, Inc.",1775625.0,10-Q,2022-09-30,2022,3,failed,2
SmileDirectClub,"SmileDirectClub, Inc.",1775625.0,10-Q,2023-03-31,2023,1,failed,2
SmileDirectClub,"SmileDirectClub, Inc.",1775625.0,10-Q,2023-06-30,2023,2,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2005-03-31,2005,1,failed,2
SunEdison,SunEdison,,10-Q,2005-06-30,2005,2,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2005-09-30,2005,3,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2005-12-31,2005,4,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2006-03-31,2006,1,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2006-06-30,2006,2,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2006-09-30,2006,3,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2006-12-31,2006,4,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2007-03-31,2007,1,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2007-06-30,2007,2,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2007-09-30,2007,3,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2007-12-31,2007,4,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2008-03-31,2008,1,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2008-06-30,2008,2,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2008-09-30,2008,3,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2008-12-31,2008,4,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2009-03-31,2009,1,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2009-06-30,2009,2,failed,2
